5a56b6e8-9dd8-4e92-bd97-85cf68cf831b,2018-08-01,0.9918,0.11,0.157,0.733
7dd71e61-76ad-40a5-8685-530dd60bc193,2018-08-01,-0.9881,0.162,0.043,0.795
d3ea395c-6bdd-461e-bd06-9ec53d5b2c18,2018-08-01,0.0,0.0,0.0,0.0
828c8908-9b4e-43d1-887c-ece512a5ce95,2018-08-01,0.629,0.07,0.08,0.85
47976ace-531c-4282-826a-b4d1245cfb64,2018-08-01,0.8225,0.0,0.091,0.909
4a5a8883-2916-46c3-84c6-7df7aaf51589,2018-08-01,-0.9892,0.152,0.013,0.835
a098bcba-97e5-4082-9a3e-97cea4c18c23,2018-08-01,-0.9922,0.132,0.039,0.83
67aff64c-1217-4939-b329-3c8aa580cd84,2018-08-01,0.8704,0.066,0.152,0.782
b5ef453d-788c-4c52-b450-e5aea48f3349,2018-08-01,-0.9856,0.101,0.045,0.853
8877be5e-0908-464f-badc-df38df165ab8,2018-08-01,-0.9741,0.119,0.087,0.794
9bdef3ea-8f21-438f-8db3-0b8d2ec0e0c5,2018-08-01,0.9648,0.032,0.124,0.844
833f561b-5637-4ef4-9cca-eac4a87fa485,2018-08-01,0.6486,0.066,0.074,0.86
e845045d-bbb9-4b4d-b67f-1f613f97928c,2018-08-01,0.9153,0.05,0.189,0.761
2cf46ec3-99f2-425d-a7ad-24510f07454c,2018-08-01,-0.8551,0.079,0.064,0.857
14da8dcc-475e-4462-a8c6-99c1adacfad4,2018-08-01,-0.9701,0.106,0.058,0.836
ea269989-bf95-4ce1-9b50-88866a9847d0,2018-08-01,0.9482,0.047,0.096,0.858
98886f92-6f32-45b4-b9a0-3f656547ee0c,2018-08-01,0.9978,0.012,0.163,0.825
73e96d0f-08c9-47ad-9dc7-61611d0d3405,2018-08-01,0.8363,0.031,0.073,0.896
9c77d5a1-13c1-4a7e-b14e-96ea0967dbc7,2018-08-01,-0.7635,0.104,0.103,0.793
9d88ce5d-3c4c-402d-b36e-313347a49d6d,2018-08-01,-0.9984,0.124,0.047,0.829
2cb5748c-0d3e-4b99-96ce-0c4843750771,2018-08-01,-0.9914,0.19,0.063,0.747
ad50a78a-f1a3-47d8-aea5-31c4be7631d5,2018-08-01,-0.9652,0.128,0.064,0.808
fd83f324-9415-4f3a-97c8-141300a6af3a,2018-08-01,0.9561,0.055,0.089,0.856
db074abc-4628-4b0d-8080-87124c3cfbb5,2018-08-01,0.6124,0.036,0.067,0.897
773fcf9c-6cc8-4071-ac35-286d68b01e9c,2018-08-01,0.5994,0.022,0.071,0.907
6a972b22-3133-47c0-9bd8-4d8f2d1544cb,2018-08-01,0.3182,0.086,0.109,0.804
becc886f-d405-48eb-b50c-d504fb9c2720,2018-08-01,-0.9766,0.22,0.07,0.71
ad575e7d-8c71-4217-8523-df509c3476c2,2018-08-01,0.9694,0.0,0.164,0.836
4a24cb8d-1e90-445f-82d6-a657a22b45ed,2018-08-01,-0.5736,0.09,0.085,0.825
67d25ccc-d3f6-4b4b-b74c-5e3d66c02841,2018-08-01,0.994,0.068,0.131,0.801
dbdd56f8-d8bc-4ca4-9b28-243c0b00b4fa,2018-08-01,0.9946,0.035,0.11,0.854
747a3e75-7b9d-403a-8b69-d553fc0a7e2f,2018-08-01,-0.4939,0.219,0.079,0.702
53b67d74-9b16-41ec-83e4-c2dacb82124b,2018-08-01,-0.9323,0.063,0.047,0.89
49fa16bc-d416-4ba2-8387-2020f64df97d,2018-08-01,-0.6896,0.081,0.06,0.86
402e9844-8b0f-44e0-bf7b-7aa1bcd3757f,2018-08-01,0.9913,0.035,0.087,0.878
a54bcbc0-4b51-4b98-bc46-ffdc637f8a5d,2018-08-01,-0.9663,0.093,0.054,0.853
b648530a-8484-434c-8e2f-22ab9d15d2ec,2018-08-01,0.9967,0.081,0.16,0.758
22f7a345-4122-4f19-bc57-529239946384,2018-08-01,-0.9436,0.106,0.094,0.8
7a3eea55-66de-4ddd-ae78-ba00e4b040f1,2018-08-01,-0.8558,0.101,0.083,0.816
4c532e61-9254-4bde-8978-a5c7be0a35ae,2018-08-01,0.9984,0.014,0.174,0.812
150156ef-b72c-482b-a68d-066bb4642b4a,2018-08-01,-0.7506,0.133,0.045,0.822
228a2d4c-9bd0-4c70-92ea-72af7dd97e57,2018-08-01,0.0,0.0,0.0,0.0
08064106-efac-4f23-a876-57c64b54bf18,2018-08-01,-0.9892,0.122,0.064,0.814
f4540143-cbfc-4209-b5da-9e36da78ea89,2018-08-01,0.903,0.035,0.067,0.898
cd9500e6-53f0-47b7-af6e-65ba6f14ed09,2018-08-01,0.9876,0.016,0.108,0.875
cba475f1-a66c-479f-a360-c9240087fa36,2018-08-01,0.9853,0.008,0.109,0.882
890d0faa-6e3a-4637-a41a-0f76c85917aa,2018-08-01,0.982,0.022,0.115,0.863
548a371d-5237-4794-a306-268a47a1261e,2018-08-01,-0.706,0.054,0.038,0.908
bb13b89f-de3e-4cdb-a065-c5e9a3a7c2e5,2018-08-01,-0.9148,0.092,0.081,0.826
64a273a1-2a52-4dfe-9c7e-1aa76f602498,2018-08-01,-0.8481,0.098,0.057,0.846
3236a5b2-de50-4667-834a-4a918938331b,2018-08-01,0.8072,0.051,0.1,0.85
cc81e721-6121-4af3-a6b5-43acf05190c7,2018-08-01,-0.9824,0.188,0.082,0.73
c9318820-b211-428d-a2e8-c8c48bedcdfe,2018-08-01,-0.8235,0.068,0.04,0.892
d1c3e008-df2c-4283-9c32-82a13c607cca,2018-08-01,0.7096,0.044,0.053,0.903
c3bf2cb1-c2e1-490d-bec3-87cfec9bb56b,2018-08-01,-0.9828,0.097,0.015,0.889
26b3b781-d200-4fcc-9663-e7ae029ebcfd,2018-08-01,0.9136,0.04,0.075,0.884
6f02a7ed-17c3-49e8-9743-a3e19602b1d5,2018-08-01,0.9517,0.017,0.076,0.907
7050993a-de68-4284-ad0c-f63aeeff7271,2018-08-01,-0.9691,0.122,0.104,0.774
e016a812-53af-4551-ba70-022c84a121e2,2018-08-01,0.6336,0.04,0.084,0.876
8d8e81f2-1d6c-4415-9c84-4b282443a25e,2018-08-01,0.9423,0.029,0.085,0.886
e3046232-e271-427b-9d75-14ba1f85f6e4,2018-08-01,-0.9882,0.24,0.0,0.76
05865da6-e3b4-43a4-8a4d-574fe335b88d,2018-08-01,-0.9877,0.171,0.006,0.824
6b1c1459-8f0d-48ff-a56a-e2403e8f2fb2,2018-08-01,-0.9981,0.102,0.088,0.809
a07aaae9-cd98-4930-a17e-9f37694880bb,2018-08-01,0.9947,0.009,0.146,0.845
3beba401-50fd-4684-9bca-0c4de948e318,2018-08-01,0.8111,0.03,0.09,0.881
01d642f8-bfdb-41bb-9603-df4a7fea898e,2018-08-01,0.2458,0.028,0.031,0.942
fa6dd189-310f-42a8-a22f-22204f4b3bb9,2018-08-01,-0.9835,0.099,0.05,0.851
f7c8180a-489b-4b43-bd12-3f597ecf8e70,2018-08-01,0.9366,0.067,0.079,0.853
fe745a45-1c2c-45dc-a016-c094c5a67ecf,2018-08-01,0.9724,0.044,0.076,0.881
62670347-cb4e-4cce-afa5-e4c7f4582147,2018-08-01,0.9984,0.044,0.103,0.853
3abce829-e13d-4849-af56-24a8d38799d3,2018-08-01,0.9903,0.067,0.088,0.846
7720889d-7341-4365-afda-c92a6a3f254e,2018-08-01,0.9985,0.024,0.1,0.876
e2a93231-ddd6-4504-8d86-504b958d2392,2018-08-01,0.9929,0.073,0.098,0.829
b7d0f77e-6d48-48cb-be72-088d0c6b1418,2018-08-01,0.9899,0.054,0.083,0.863
d15a7ca0-2f6b-4aee-a537-8ec6639fff56,2018-08-01,-0.9821,0.059,0.045,0.896
13d3b2ee-e281-4ddd-b325-36b8bb4d57c4,2018-08-01,0.9992,0.063,0.123,0.814
e5859a69-ccf9-4843-bbc6-553cac966f65,2018-08-01,0.4305,0.073,0.08,0.847
6dac9588-df83-41cb-a273-7583664cdf80,2018-08-01,-0.9886,0.103,0.065,0.832
c085d57b-c616-4477-b559-1113e4ada83e,2018-08-01,-0.9521,0.068,0.065,0.867
f35338a8-791f-4699-b2e7-d14124f34e33,2018-08-01,0.996,0.07,0.098,0.832
40ab0b7e-ae8c-4822-a8f4-b894f26c8bad,2018-08-01,0.9974,0.06,0.092,0.848
13e76766-3287-4f1b-8a3e-69604495cf65,2018-08-01,0.4256,0.063,0.066,0.87
6b7df228-0518-417d-b4e2-84744ac35118,2018-08-01,-0.7571,0.052,0.058,0.89
4e45e7fe-f942-4624-b5a0-60176905ee77,2018-08-01,0.9887,0.062,0.075,0.863
6d5ed2bd-244f-49da-9d17-eab80143473a,2018-08-01,0.9993,0.038,0.103,0.859
eac6b801-e48a-47d1-afd6-65af8a2b00eb,2018-08-01,-0.9955,0.065,0.055,0.88
16890651-e467-4fe7-91b2-dab519b03365,2018-08-01,0.8779,0.038,0.093,0.868
978d5a78-ec6e-4e60-88b5-6f477638d295,2018-08-01,-0.8473,0.071,0.057,0.872
bbe55971-308f-44fe-871e-f2ebdee9e7ad,2018-08-01,0.9509,0.015,0.065,0.92
2e20060b-4ed3-41ed-a9a9-da3bee4d38db,2018-08-01,-0.9707,0.126,0.08,0.795
1f28c1c1-5b3d-4fd0-813f-0b304b49819d,2018-08-01,0.9822,0.063,0.1,0.837
dfaa39cd-d97e-41bd-917d-de2c1fb70fb9,2018-08-01,-0.9891,0.123,0.056,0.821
26847b1d-6191-4a0f-aef7-279dcb3cfeda,2018-08-01,0.9962,0.023,0.075,0.901
06bce0d8-ad62-4889-a809-14ca03016b6e,2018-08-01,-0.9042,0.062,0.039,0.899
5dbe8bf8-a2c0-4a94-a4fd-5f91b89448a5,2018-08-01,0.7174,0.007,0.031,0.962
1abc7401-b317-48e0-904a-f0c65a101584,2018-08-01,-0.2263,0.054,0.054,0.892
0f844fe9-ffa2-4919-a4f4-e7a7377394e6,2018-08-01,0.0,0.0,0.0,0.0
94b4e357-af71-4317-b56b-affb6bdefda0,2018-08-01,0.9925,0.024,0.097,0.879
9956bb69-7f99-454c-9929-c7d07839367d,2018-08-01,0.865,0.051,0.061,0.887
ea66ccb2-e1cf-482d-9857-c428c38bd849,2018-08-01,-0.1656,0.088,0.089,0.823
2f0a2fe7-4fe9-4339-857f-f5e1ece0e0b5,2018-08-01,0.9762,0.016,0.066,0.918
cea97e75-4a62-4482-94da-bd3b65567568,2018-08-01,-0.9698,0.09,0.055,0.856
5d476277-1c63-4135-b979-b58b2dc01dab,2018-08-01,0.992,0.03,0.082,0.887
a3b7cbdf-03fc-4c19-93da-3f5afdf8767b,2018-08-01,0.0,0.0,0.0,0.0
0f06cf24-83b0-4e26-936c-dd2b0feb37da,2018-08-01,0.8481,0.046,0.064,0.89
2427de1c-5135-4469-9ea3-5078a38e4f08,2018-08-01,0.0,0.0,0.0,0.0
955f3e7d-4d05-4799-a6e9-97e4c3546804,2018-08-01,0.9997,0.034,0.121,0.845
26934cdb-39cf-4559-a700-62fbe99ed4fe,2018-08-01,-0.9858,0.145,0.088,0.766
aadedee0-ee68-4cdc-8eff-1ffb95cbf4f4,2018-08-01,0.6597,0.0,0.058,0.942
731ff931-a884-4fea-8c44-eac2aeba5c5c,2018-08-01,0.0,0.0,0.0,0.0
1989cf6e-82cc-4616-89c2-4f83e4054f35,2018-08-01,0.9451,0.056,0.076,0.868
686535ad-4bb5-4d22-9ff3-4c55cd11bdf5,2018-08-01,0.0,0.0,0.0,1.0
a045ea4b-b751-460c-b50e-eeb5258e2ac7,2018-08-01,-0.9471,0.074,0.039,0.887
f54ed9ff-e987-46a8-9ea1-7051d3020f73,2018-08-01,-0.9713,0.068,0.015,0.917
a2a3b126-61ee-46dd-aefc-f0e85cba464d,2018-08-01,-0.7003,0.061,0.0,0.939
59cdba36-651e-40c0-a785-fb0da0ed43c7,2018-08-01,0.8555,0.0,0.116,0.884
16936582-8456-4c65-8630-64b194903122,2018-08-01,0.6597,0.0,0.058,0.942
58ad87e4-897b-4bec-aab7-257c7151ea34,2018-08-01,-0.1415,0.073,0.074,0.853
db0a3797-b95a-4833-85c8-841af5105312,2018-08-01,0.0,0.0,0.0,1.0
e8b436c5-4723-4436-80d0-3f83f2aa5d59,2018-08-01,0.997,0.081,0.15,0.769
d369b207-e38a-4fdc-993f-0247da8f380e,2018-08-01,-0.9733,0.107,0.087,0.806
7af116d8-c5d8-46e2-a4d5-fbf089435276,2018-08-01,-0.9987,0.164,0.063,0.773
fe5b970f-1ffd-44f9-8f0e-a16a107bcb43,2018-08-01,-0.9543,0.124,0.076,0.8
22aa98f3-b280-4693-8d81-85f597f2a841,2018-08-01,-0.9001,0.098,0.07,0.833
0f06319b-1a59-438d-a37c-7218fad8fd77,2018-08-01,0.9986,0.029,0.149,0.823
d01dff53-7371-48e9-a217-cb4aca836b43,2018-08-01,0.8705,0.057,0.075,0.868
817358a0-c3e0-4aa1-8247-ef189b6b4843,2018-08-01,-0.7992,0.041,0.025,0.933
963f8d5f-c420-4305-9d18-a817c120e0d3,2018-08-01,-0.9972,0.166,0.028,0.806
4920078d-4368-4e16-9108-34bcc38a670b,2018-08-01,-0.9957,0.113,0.057,0.83
4506e659-7711-4931-8761-bf5c313a384f,2018-08-01,-0.8807,0.111,0.0,0.889
597d8993-a7d8-4d73-8451-c0c668554f99,2018-08-01,0.0,0.0,0.0,0.0
65fc486a-39d0-4cbc-87f8-20b65a340bea,2018-08-01,0.9929,0.02,0.187,0.793
898bed72-2bef-4273-8d81-7f7087c98f71,2018-08-01,0.0,0.0,0.0,1.0
3c160907-cd15-49a5-99ab-6d23ddc91374,2018-08-01,-0.9986,0.196,0.018,0.787
10fedfbe-615c-4402-9dac-0e8f9d81243c,2018-08-01,0.0,0.0,0.0,0.0
61ed701c-ae5f-4258-bbfe-86e7ceb8b8c5,2018-08-01,0.9919,0.012,0.142,0.845
502514d1-5e99-486b-ab8e-9632c76c5506,2018-08-01,0.988,0.052,0.141,0.808
9e7d9a62-cf84-4f13-9443-5905a5589623,2018-08-01,-0.9937,0.161,0.048,0.791
cb2bca38-f267-4dba-b47b-9b43d44f8bde,2018-08-01,0.0,0.0,0.0,0.0
95378432-9dca-4722-9700-8ca0b3efade9,2018-08-01,0.0,0.0,0.0,0.0
528eaac0-7454-4ebd-9044-a8ced5e309ae,2018-08-01,-0.9915,0.137,0.055,0.808
e5a87a4d-a39d-4ba4-aa0d-aee4dd4302ea,2018-08-01,0.0,0.0,0.0,0.0
bdfc3250-a31d-4acd-9da1-6ea48b36f1f0,2018-08-01,0.0,0.0,0.0,1.0
6ba88fe1-d43f-4a18-a504-7c7d00bc1625,2018-08-01,0.0,0.0,0.0,0.0
7be552a9-043b-4e92-90e8-31e778b4c38c,2018-08-01,-0.9679,0.138,0.07,0.792
46cf6144-84db-4b66-b370-b49441748909,2018-08-01,0.0,0.0,0.0,0.0
7493bcac-f3ad-435c-a2e0-887740d4be64,2018-08-01,0.0,0.0,0.0,0.0
393ae1ef-ca34-4ac7-b628-fde24b141fca,2018-08-01,-0.9959,0.155,0.008,0.837
15ca2796-d862-41d1-8deb-b06a81f9bf09,2018-08-01,-0.9141,0.059,0.038,0.903
1a02bc13-d3d9-49ae-a6dc-7015dde8e0d5,2018-08-01,0.9967,0.026,0.172,0.802
d13e0b15-2069-46bc-a7a9-f148b207d073,2018-08-01,0.7184,0.076,0.083,0.841
8e81398e-be84-4fe4-851a-c9a764d1ac7e,2018-08-01,-0.9747,0.102,0.076,0.822
867d2910-fd24-474a-bc58-19f3da6be289,2018-08-01,0.5524,0.036,0.049,0.916
f77d94c8-79c0-46b1-bda1-cabfbaa649bf,2018-08-01,0.9565,0.051,0.095,0.854
2c07952d-eba8-4cf1-8241-d37fd3cbfcc0,2018-08-01,-0.9792,0.055,0.034,0.911
b4d4d946-5a1b-4776-a8b0-0cdf03657541,2018-08-01,0.0,0.0,0.0,1.0
ba556afe-87cc-4af1-bbf4-2c1d3e21bb79,2018-08-01,0.0,0.0,0.0,0.0
a49576eb-b1c3-4810-bbbe-06c73401151f,2018-08-01,-0.9748,0.092,0.072,0.836
5760b017-f8d2-4bf4-8009-fbb1f373f2d5,2018-08-01,-0.9699,0.125,0.06,0.815
308106bc-c363-4720-8f61-c5c7bb52f8db,2018-08-01,0.9997,0.036,0.193,0.771
02fca847-5df0-4170-86f2-618c513d620f,2018-08-01,-0.9831,0.108,0.024,0.868
d1a1aaa3-2f08-480f-9c6d-5d97718ae6c4,2018-08-01,0.0,0.0,0.0,0.0
9519e4c5-e26b-4897-8caf-8b464658ac5b,2018-08-01,-0.9129,0.118,0.068,0.813
0851bb6b-54b4-4cb6-be00-74f2f3cc278d,2018-08-01,-0.1017,0.053,0.049,0.898
5f4a9cba-2c90-456a-a30b-ba1745d1ca4b,2018-08-01,0.0,0.0,0.0,1.0
ea52b64f-ab1d-4810-9573-e24bd03468be,2018-08-01,0.0,0.0,0.0,0.0
1c999a39-4f76-4c1e-ae07-95fccb060825,2018-08-01,0.0,0.0,0.0,1.0
135ca832-1d28-4d80-a749-62dc6a012970,2018-08-01,0.9796,0.038,0.083,0.879
912d3027-e3b7-4bca-a9fa-2c6a52e221a7,2018-08-01,0.0,0.0,0.0,0.0
bc722458-513c-4364-9254-217b08384043,2018-08-01,0.0516,0.0,0.02,0.98
33de7ae2-88c7-48df-bfd4-baea3fe5382e,2018-08-01,0.4588,0.0,0.021,0.979
e8d94029-1890-4d95-8fd8-3be96eb2a8a0,2018-08-01,0.0,0.0,0.0,0.0
6e3c7e74-3081-4af7-959c-02b11a1bc9ce,2018-08-01,0.1406,0.017,0.029,0.954
b12ed7d9-06e1-4112-8835-acd5b86b6e23,2018-08-01,0.9287,0.033,0.077,0.891
033e1f27-8de6-43f4-a6c9-78be6f29420c,2018-08-01,0.6331,0.066,0.069,0.865
3dd64d05-aafe-4d30-b5de-4c2e0a265bc4,2018-08-01,0.1779,0.078,0.086,0.836
7c9ab809-47bb-44f6-9e90-1ceeaf06080f,2018-08-01,0.9655,0.026,0.101,0.874
31ecb5eb-33f3-4234-b04c-49f4345b5ae6,2018-08-01,0.0,0.0,0.0,1.0
91d9bf3d-1f8f-4e4e-805b-d44081f88b37,2018-08-01,-0.25,0.076,0.087,0.837
5c1e8fe7-5153-4255-9b2f-ab75b69879c0,2018-08-01,0.9897,0.032,0.097,0.872
ce92d56c-7db3-4f82-ae2b-c94c35f0e559,2018-08-01,0.9271,0.019,0.097,0.884
428dcee2-5955-4fe6-bc5c-4e37b8fe1c6a,2018-08-01,-0.9192,0.09,0.068,0.842
5f3f81f4-99e7-4747-b166-bb17b325ba85,2018-08-01,0.9896,0.095,0.15,0.754
17ba51f2-8530-40d5-84f8-c4c56a582b73,2018-08-01,0.8047,0.032,0.056,0.912
2a89b428-b08b-4ae0-bf38-876090fe4313,2018-08-01,0.0,0.0,0.0,1.0
7dcdde3a-6989-413e-ab73-ac5a43d5c22e,2018-08-01,0.9901,0.043,0.165,0.793
e92a08e9-58c6-4975-bade-7695a6441679,2018-08-01,0.5106,0.045,0.081,0.875
5d3cf169-9b27-42e6-9a96-222ee10dfe49,2018-08-01,0.9787,0.013,0.074,0.913
d59e37b6-bbbc-428f-bf40-2ac0b2c25e06,2018-08-01,-0.9799,0.113,0.092,0.795
71f56f67-c519-47e6-91f0-8dabbfe03d35,2018-08-01,-0.9895,0.118,0.088,0.794
84d6ce31-d611-4e08-9da6-f963e1805643,2018-08-01,0.9999,0.036,0.244,0.72
abd9e09f-48ab-42ff-bec9-4c265d8b9f67,2018-08-01,-0.4631,0.077,0.081,0.842
2580e2cf-849c-4f2e-a361-736f3b453259,2018-08-01,0.4484,0.062,0.077,0.861
52b0212b-c57d-4435-ba9d-1eff66ad2a6b,2018-08-01,0.9493,0.034,0.062,0.904
43c305ee-3f6c-4b31-bb2d-822c28e75784,2018-08-01,-0.9502,0.101,0.071,0.828
22cc5c85-c5b4-4242-a825-ddd93a74011e,2018-08-01,0.0,0.0,0.0,0.0
cd3b166b-7efa-4862-83e2-5596cb89dcb8,2018-08-01,0.9977,0.053,0.135,0.812
abc91322-f8b2-4a90-991d-058e37e78dea,2018-08-01,0.0,0.0,0.0,1.0
4ad97f14-d1b5-4cdb-8135-1bea6f750913,2018-08-01,0.9747,0.071,0.094,0.835
b4469f6e-f27a-4ac3-805d-b4c8344e89b9,2018-08-01,0.7794,0.027,0.047,0.927
76757774-7f50-48d5-bf38-1d429f2d6635,2018-08-01,-0.989,0.143,0.056,0.802
7c35bdff-af86-4426-8a24-6def331bce1e,2018-08-01,0.8793,0.044,0.058,0.897
c7758133-fe3d-40c5-b7e3-4d0d35a3f3a5,2018-08-01,0.0,0.0,0.0,1.0
1ba647ec-c264-4246-ad26-4a54170aed63,2018-08-01,0.9468,0.005,0.063,0.932
82ee3318-1041-4405-b1dc-da1b5e92136a,2018-08-01,0.0,0.0,0.0,0.0
96b0d129-2979-4647-a05c-0558f8184074,2018-08-01,0.9619,0.005,0.053,0.942
edb3a5f2-cc95-4cd9-a079-fe4793b88dd5,2018-08-01,0.0,0.0,0.0,0.0
0b6a22d4-bde0-4113-b3a5-93cdc4882504,2018-08-01,0.0,0.0,0.0,0.0
0442c652-c1d3-4e54-bbe9-60d84950810f,2018-08-01,0.9918,0.018,0.07,0.912
cfd783a9-fde5-4e3d-aca2-c824e903ba89,2018-08-01,0.9169,0.0,0.205,0.795
8a33e084-2bd7-4987-a4fa-77cf66becd58,2018-08-01,0.0,0.0,0.0,0.0
a28891e2-58d5-4da7-9342-34aad1a30ba5,2018-08-01,-0.9485,0.089,0.056,0.855
d43e84ca-c2c4-4b96-b9c6-1b36ce8f6f01,2018-08-01,0.0,0.0,0.0,1.0
454455a0-b0e1-4b13-a4c7-4251ccb427e2,2018-08-01,0.7906,0.0,0.136,0.864
175ba3a3-1028-4ea3-abbd-1039bccc409c,2018-08-01,0.991,0.009,0.077,0.914
9b512970-837a-48a7-99fa-d19e1890a3c8,2018-08-01,0.0,0.0,0.0,0.0
e9926849-20c0-4303-98c7-0b88f5be5793,2018-08-01,0.0,0.0,0.0,1.0
41d269a5-79dd-4726-8232-51f5ee0563d9,2018-08-01,0.9982,0.05,0.133,0.817
b247c3ab-deba-4b28-979e-4f6b03d4033a,2018-08-01,0.0,0.0,0.0,1.0
0d9b6324-f93d-4b44-95d3-0e888af8a963,2018-08-01,0.0,0.0,0.0,1.0
62045ccf-d0b5-4955-a482-575ced176044,2018-08-01,-0.9758,0.097,0.079,0.823
2c002b6c-3764-48a1-a1d5-2e571fdfa8cf,2018-08-01,0.0,0.0,0.0,1.0
b327c7da-2b51-455c-a14e-0c995d77ec0f,2018-08-01,0.995,0.056,0.098,0.846
c19416fc-941d-40f7-b4f7-d57f8f999cef,2018-08-01,-0.7296,0.101,0.099,0.801
43302d29-4777-4a81-9654-e8e519e803c7,2018-08-01,0.5597,0.057,0.058,0.885
a01d59a7-8be4-4c72-beab-5689155fc1bf,2018-08-01,0.899,0.07,0.087,0.843
5a40b443-5dd1-4ccc-9751-f7166092f312,2018-08-01,0.8439,0.0,0.234,0.766
145abcad-e84d-485f-9030-37c1576fa6c5,2018-08-01,-0.9732,0.087,0.01,0.903
357b2802-98eb-42b1-8e4a-4d217e9bd956,2018-08-01,0.9601,0.056,0.107,0.837
d2f2d46c-4c51-4da6-9148-68f52dd45cd8,2018-08-01,-0.9722,0.075,0.048,0.877
a4d6ed94-9d3b-4510-ada1-b26787d3ab77,2018-08-01,-0.1615,0.087,0.078,0.835
f53b8a03-5c59-40db-bd98-75a917e3b644,2018-08-01,-0.9642,0.089,0.055,0.856
2d953a0b-351d-46e8-8101-e1e4f2a314e9,2018-08-01,-0.6007,0.09,0.049,0.86
532f58c4-b0c3-42a7-a150-7b99d1816af5,2018-08-01,-0.8875,0.128,0.064,0.808
134547a5-ad75-418a-8bbc-4d4cee4b8566,2018-08-01,-0.9922,0.14,0.098,0.762
e7840da5-2fdd-4b03-8604-4a48e0b14c07,2018-08-01,-0.9979,0.174,0.014,0.812
36efe84d-4e3a-46a3-b2f3-26f0cbadbb04,2018-08-01,0.9907,0.066,0.127,0.807
dbfd4f88-f035-4ecd-b43b-0f4a70b1288c,2018-08-01,-0.9842,0.1,0.041,0.859
c9013a08-f13c-4648-9485-a6994e89e683,2018-08-01,0.9246,0.062,0.081,0.857
abce3994-1dfb-46cb-aedb-0cfd64ee32b1,2018-08-01,0.9605,0.046,0.099,0.855
f093a0bc-f6e3-4eda-8e50-558cab6cdf51,2018-08-01,0.7391,0.0,0.069,0.931
578aee3a-6501-42ed-ba06-6dc54addcf88,2018-08-01,-0.56,0.081,0.019,0.9
e56ccee8-ae3b-4d2e-bc78-346169e7621a,2018-08-01,-0.9417,0.116,0.081,0.803
